Date,Open,High,Low,Close,Adj Close,Volume,Common Shares Outstanding,Avg. Basic Shares Outstanding,Avg. Diluted Shares Outstanding,Share Price,Market Capitalisation,Revenues,COGS,SG&A,R&D,EBIT,EBITDA,"Interest expense, net",Abnormal Gains/Losses,Income Taxes,Net Income from Discontinued Op.,Net Profit,Dividends,"Cash, Cash Equivalents & Short Term Investments",Cash & Cash Equivalents,Short Term Investments,Receivables,Current Assets,Net PP&E,Intangible Assets,Goodwill,Total Noncurrent Assets,Total Assets,Short term debt,Accounts Payable,Current Liabilities,Long Term Debt,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity,Share Capital,Treasury Stock,Retained Earnings,Equity Before Minorities,Minorities,Total Equity,Depreciation & Amortisation,Change in Working Capital,Cash From Operating Activities,Net Change in PP&E & Intangibles,Cash From Investing Activities,Cash From Financing Activities,Net Change in Cash,Free Cash Flow,Gross Margin,Operating Margin,Net Profit Margin,Return on Equity,Return on Assets,Current Ratio,Liabilities to Equity Ratio,Debt to Assets Ratio,EV / EBITDA,EV / Sales,Book to Market,Operating Income / EV,Enterprise Value,Returns
2018-02-27,95.739998,95.839996,94.199997,94.199997,91.988403,25869100,7699792.852,7715000,7809000,92.29,710613.8823,28918,11064,5671,3504,8679,11215,0,0,15471,0,-6302,-3238,142780,12859,129921,18428,167633,26304,9034,35355,88370,256003,15912,7850,58099,73348,119544,177643,0,70192,0,8567,78360,0,78360,2536,13644,7875,-2586,-331,-1552,5975,6802,0.6174,0.3001,-0.2179,-0.0804,-0.0246,2.8853,2.267,0.3487,58.8378,22.8185,0.1098,0.0132,659865.8077,-0.012785590291042
2018-02-28,94.839996,95.709999,93.629997,93.769997,91.56852,31167300,7699792.852,7715000,7809000,91.87,707379.9693,28918,11064,5671,3504,8679,11215,0,0,15471,0,-6302,-3238,142780,12859,129921,18428,167633,26304,9034,35355,88370,256003,15912,7850,58099,73348,119544,177643,0,70192,0,8567,78360,0,78360,2536,13644,7875,-2586,-331,-1552,5975,6802,0.6174,0.3001,-0.2179,-0.0804,-0.0246,2.8853,2.267,0.3487,58.8378,22.8185,0.1098,0.0132,659865.8077,-0.004564755984016
2018-03-01,93.989998,94.57,91.839996,92.849998,90.670113,37135600,7699792.852,7715000,7809000,90.97,700450.1557,28918,11064,5671,3504,8679,11215,0,0,15471,0,-6302,-3238,142780,12859,129921,18428,167633,26304,9034,35355,88370,256003,15912,7850,58099,73348,119544,177643,0,70192,0,8567,78360,0,78360,2536,13644,7875,-2586,-331,-1552,5975,6802,0.6174,0.3001,-0.2179,-0.0804,-0.0246,2.8853,2.267,0.3487,58.8378,22.8185,0.1098,0.0132,659865.8077,-0.009811229918244
2018-03-02,91.580002,93.150002,90.860001,93.050003,90.865417,32830400,7699792.852,7715000,7809000,91.16,701913.1164,28918,11064,5671,3504,8679,11215,0,0,15471,0,-6302,-3238,142780,12859,129921,18428,167633,26304,9034,35355,88370,256003,15912,7850,58099,73348,119544,177643,0,70192,0,8567,78360,0,78360,2536,13644,7875,-2586,-331,-1552,5975,6802,0.6174,0.3001,-0.2179,-0.0804,-0.0246,2.8853,2.267,0.3487,58.8378,22.8185,0.1098,0.0132,659865.8077,0.00215406574376
2018-03-05,92.339996,94.269997,92.260002,93.639999,91.441551,23901600,7699792.852,7715000,7809000,91.74,706378.9962,28918,11064,5671,3504,8679,11215,0,0,15471,0,-6302,-3238,142780,12859,129921,18428,167633,26304,9034,35355,88370,256003,15912,7850,58099,73348,119544,177643,0,70192,0,8567,78360,0,78360,2536,13644,7875,-2586,-331,-1552,5975,6802,0.6174,0.3001,-0.2179,-0.0804,-0.0246,2.8853,2.267,0.3487,58.8378,22.8185,0.1098,0.0132,659865.8077,0.006340633863279
2018-03-06,94.339996,94.489998,92.940002,93.32,91.129082,22175800,7699792.852,7715000,7809000,91.43,703992.0605,28918,11064,5671,3504,8679,11215,0,0,15471,0,-6302,-3238,142780,12859,129921,18428,167633,26304,9034,35355,88370,256003,15912,7850,58099,73348,119544,177643,0,70192,0,8567,78360,0,78360,2536,13644,7875,-2586,-331,-1552,5975,6802,0.6174,0.3001,-0.2179,-0.0804,-0.0246,2.8853,2.267,0.3487,58.8378,22.8185,0.1098,0.0132,659865.8077,-0.003417332373103
2018-03-07,93.160004,93.940002,92.43,93.860001,91.656403,26716100,7699792.852,7715000,7809000,91.95,707995.9527,28918,11064,5671,3504,8679,11215,0,0,15471,0,-6302,-3238,142780,12859,129921,18428,167633,26304,9034,35355,88370,256003,15912,7850,58099,73348,119544,177643,0,70192,0,8567,78360,0,78360,2536,13644,7875,-2586,-331,-1552,5975,6802,0.6174,0.3001,-0.2179,-0.0804,-0.0246,2.8853,2.267,0.3487,58.8378,22.8185,0.1098,0.0132,659865.8077,0.005786551650236
2018-03-08,94.269997,95.099998,93.769997,94.43,92.213013,25887800,7699792.852,7715000,7809000,92.51,712307.8367,28918,11064,5671,3504,8679,11215,0,0,15471,0,-6302,-3238,142780,12859,129921,18428,167633,26304,9034,35355,88370,256003,15912,7850,58099,73348,119544,177643,0,70192,0,8567,78360,0,78360,2536,13644,7875,-2586,-331,-1552,5975,6802,0.6174,0.3001,-0.2179,-0.0804,-0.0246,2.8853,2.267,0.3487,58.8378,22.8185,0.1098,0.0132,659865.8077,0.00607286377506
2018-03-09,95.290001,96.540001,95,96.540001,94.273476,36937300,7699792.852,7715000,7809000,94.58,728246.4079,28918,11064,5671,3504,8679,11215,0,0,15471,0,-6302,-3238,142780,12859,129921,18428,167633,26304,9034,35355,88370,256003,15912,7850,58099,73348,119544,177643,0,70192,0,8567,78360,0,78360,2536,13644,7875,-2586,-331,-1552,5975,6802,0.6174,0.3001,-0.2179,-0.0804,-0.0246,2.8853,2.267,0.3487,58.8378,22.8185,0.1098,0.0132,659865.8077,0.022344604468919
2018-03-12,96.5,97.209999,96.040001,96.769997,94.498077,26073700,7699792.852,7715000,7809000,94.81,730017.3603,28918,11064,5671,3504,8679,11215,0,0,15471,0,-6302,-3238,142780,12859,129921,18428,167633,26304,9034,35355,88370,256003,15912,7850,58099,73348,119544,177643,0,70192,0,8567,78360,0,78360,2536,13644,7875,-2586,-331,-1552,5975,6802,0.6174,0.3001,-0.2179,-0.0804,-0.0246,2.8853,2.267,0.3487,58.8378,22.8185,0.1098,0.0132,659865.8077,0.002382390694195
2018-03-13,97,97.239998,93.970001,94.410004,92.193489,35387800,7699792.852,7715000,7809000,92.49,712153.8409,28918,11064,5671,3504,8679,11215,0,0,15471,0,-6302,-3238,142780,12859,129921,18428,167633,26304,9034,35355,88370,256003,15912,7850,58099,73348,119544,177643,0,70192,0,8567,78360,0,78360,2536,13644,7875,-2586,-331,-1552,5975,6802,0.6174,0.3001,-0.2179,-0.0804,-0.0246,2.8853,2.267,0.3487,58.8378,22.8185,0.1098,0.0132,659865.8077,-0.024387651887599
2018-03-14,95.120003,95.410004,93.5,93.849998,91.646629,32132000,7699792.852,7715000,7809000,91.95,707995.9527,28918,11064,5671,3504,8679,11215,0,0,15471,0,-6302,-3238,142780,12859,129921,18428,167633,26304,9034,35355,88370,256003,15912,7850,58099,73348,119544,177643,0,70192,0,8567,78360,0,78360,2536,13644,7875,-2586,-331,-1552,5975,6802,0.6174,0.3001,-0.2179,-0.0804,-0.0246,2.8853,2.267,0.3487,58.8378,22.8185,0.1098,0.0132,659865.8077,-0.005931638346292
2018-03-15,93.529999,94.580002,92.830002,94.18,91.968895,27611000,7699792.852,7715000,7809000,92.27,710459.8865,28918,11064,5671,3504,8679,11215,0,0,15471,0,-6302,-3238,142780,12859,129921,18428,167633,26304,9034,35355,88370,256003,15912,7850,58099,73348,119544,177643,0,70192,0,8567,78360,0,78360,2536,13644,7875,-2586,-331,-1552,5975,6802,0.6174,0.3001,-0.2179,-0.0804,-0.0246,2.8853,2.267,0.3487,58.8378,22.8185,0.1098,0.0132,659865.8077,0.00351627071958
2018-03-16,94.68,95.379997,93.919998,94.599998,92.379021,49081300,7699792.852,7715000,7809000,92.68,713616.8015,28918,11064,5671,3504,8679,11215,0,0,15471,0,-6302,-3238,142780,12859,129921,18428,167633,26304,9034,35355,88370,256003,15912,7850,58099,73348,119544,177643,0,70192,0,8567,78360,0,78360,2536,13644,7875,-2586,-331,-1552,5975,6802,0.6174,0.3001,-0.2179,-0.0804,-0.0246,2.8853,2.267,0.3487,58.8378,22.8185,0.1098,0.0132,659865.8077,0.004459524315141
2018-03-19,93.739998,93.900002,92.110001,92.889999,90.709175,33344100,7699792.852,7715000,7809000,91,700681.1495,28918,11064,5671,3504,8679,11215,0,0,15471,0,-6302,-3238,142780,12859,129921,18428,167633,26304,9034,35355,88370,256003,15912,7850,58099,73348,119544,177643,0,70192,0,8567,78360,0,78360,2536,13644,7875,-2586,-331,-1552,5975,6802,0.6174,0.3001,-0.2179,-0.0804,-0.0246,2.8853,2.267,0.3487,58.8378,22.8185,0.1098,0.0132,659865.8077,-0.018076099747909
2018-03-20,93.050003,93.769997,93,93.129997,90.943542,23075200,7699792.852,7715000,7809000,91.24,702529.0998,28918,11064,5671,3504,8679,11215,0,0,15471,0,-6302,-3238,142780,12859,129921,18428,167633,26304,9034,35355,88370,256003,15912,7850,58099,73348,119544,177643,0,70192,0,8567,78360,0,78360,2536,13644,7875,-2586,-331,-1552,5975,6802,0.6174,0.3001,-0.2179,-0.0804,-0.0246,2.8853,2.267,0.3487,58.8378,22.8185,0.1098,0.0132,659865.8077,0.002583679648872
2018-03-21,92.93,94.050003,92.209999,92.480003,90.3088,24457100,7699792.852,7715000,7809000,90.6,697601.2324,28918,11064,5671,3504,8679,11215,0,0,15471,0,-6302,-3238,142780,12859,129921,18428,167633,26304,9034,35355,88370,256003,15912,7850,58099,73348,119544,177643,0,70192,0,8567,78360,0,78360,2536,13644,7875,-2586,-331,-1552,5975,6802,0.6174,0.3001,-0.2179,-0.0804,-0.0246,2.8853,2.267,0.3487,58.8378,22.8185,0.1098,0.0132,659865.8077,-0.006979426832796
2018-03-22,91.269997,91.75,89.660004,89.790001,87.681946,38604700,7699792.852,7715000,7809000,87.97,677350.7772,28918,11064,5671,3504,8679,11215,0,0,15471,0,-6302,-3238,142780,12859,129921,18428,167633,26304,9034,35355,88370,256003,15912,7850,58099,73348,119544,177643,0,70192,0,8567,78360,0,78360,2536,13644,7875,-2586,-331,-1552,5975,6802,0.6174,0.3001,-0.2179,-0.0804,-0.0246,2.8853,2.267,0.3487,58.8378,22.8185,0.1098,0.0132,659865.8077,-0.029087390924933
2018-03-23,89.5,90.459999,87.080002,87.18,85.133224,44068900,7699792.852,7715000,7809000,85.41,657639.3075,28918,11064,5671,3504,8679,11215,0,0,15471,0,-6302,-3238,142780,12859,129921,18428,167633,26304,9034,35355,88370,256003,15912,7850,58099,73348,119544,177643,0,70192,0,8567,78360,0,78360,2536,13644,7875,-2586,-331,-1552,5975,6802,0.6174,0.3001,-0.2179,-0.0804,-0.0246,2.8853,2.267,0.3487,58.8378,22.8185,0.1098,0.0132,659865.8077,-0.029067835738191
2018-03-26,90.610001,94,90.400002,93.779999,91.57827,56396800,7699792.852,7715000,7809000,91.88,707456.9672,28918,11064,5671,3504,8679,11215,0,0,15471,0,-6302,-3238,142780,12859,129921,18428,167633,26304,9034,35355,88370,256003,15912,7850,58099,73348,119544,177643,0,70192,0,8567,78360,0,78360,2536,13644,7875,-2586,-331,-1552,5975,6802,0.6174,0.3001,-0.2179,-0.0804,-0.0246,2.8853,2.267,0.3487,58.8378,22.8185,0.1098,0.0132,659865.8077,0.07570542555632
2018-03-27,94.940002,95.139999,88.510002,89.470001,87.369469,56569000,7699792.852,7715000,7809000,87.65,674886.8435,28918,11064,5671,3504,8679,11215,0,0,15471,0,-6302,-3238,142780,12859,129921,18428,167633,26304,9034,35355,88370,256003,15912,7850,58099,73348,119544,177643,0,70192,0,8567,78360,0,78360,2536,13644,7875,-2586,-331,-1552,5975,6802,0.6174,0.3001,-0.2179,-0.0804,-0.0246,2.8853,2.267,0.3487,58.8378,22.8185,0.1098,0.0132,659865.8077,-0.04595860573639
2018-03-28,89.82,91.230003,88.870003,89.389999,87.291344,52501100,7699792.852,7715000,7809000,87.58,674347.858,28918,11064,5671,3504,8679,11215,0,0,15471,0,-6302,-3238,142780,12859,129921,18428,167633,26304,9034,35355,88370,256003,15912,7850,58099,73348,119544,177643,0,70192,0,8567,78360,0,78360,2536,13644,7875,-2586,-331,-1552,5975,6802,0.6174,0.3001,-0.2179,-0.0804,-0.0246,2.8853,2.267,0.3487,58.8378,22.8185,0.1098,0.0132,659865.8077,-0.000894176809051
2018-03-29,90.18,92.290001,88.400002,91.269997,89.12719,45867500,7699792.852,7715000,7809000,89.42,688515.4768,28918,11064,5671,3504,8679,11215,0,0,15471,0,-6302,-3238,142780,12859,129921,18428,167633,26304,9034,35355,88370,256003,15912,7850,58099,73348,119544,177643,0,70192,0,8567,78360,0,78360,2536,13644,7875,-2586,-331,-1552,5975,6802,0.6174,0.3001,-0.2179,-0.0804,-0.0246,2.8853,2.267,0.3487,58.8378,22.8185,0.1098,0.0132,659865.8077,0.021031413144999
2018-04-02,90.470001,90.879997,87.510002,88.519997,86.441757,48515400,7699792.852,7715000,7809000,86.72,666876.8,28918,11064,5671,3504,8679,11215,0,0,15471,0,-6302,-3238,142780,12859,129921,18428,167633,26304,9034,35355,88370,256003,15912,7850,58099,73348,119544,177643,0,70192,0,8567,78360,0,78360,2536,13644,7875,-2586,-331,-1552,5975,6802,0.6174,0.3001,-0.2179,-0.0804,-0.0246,2.8853,2.267,0.3487,58.8378,22.8185,0.1098,0.0132,659865.8077,-0.030130383372315
2018-04-03,89.580002,90.050003,87.889999,89.709999,87.603821,37213800,7699792.852,7715000,7809000,87.89,675874.1,28918,11064,5671,3504,8679,11215,0,0,15471,0,-6302,-3238,142780,12859,129921,18428,167633,26304,9034,35355,88370,256003,15912,7850,58099,73348,119544,177643,0,70192,0,8567,78360,0,78360,2536,13644,7875,-2586,-331,-1552,5975,6802,0.6174,0.3001,-0.2179,-0.0804,-0.0246,2.8853,2.267,0.3487,58.8378,22.8185,0.1098,0.0132,659865.8077,0.013443312701423
