Date,Open,High,Low,Close,Adj Close,Volume,Common Shares Outstanding,Avg. Basic Shares Outstanding,Avg. Diluted Shares Outstanding,Share Price,Market Capitalisation,Revenues,COGS,SG&A,R&D,EBIT,EBITDA,"Interest expense, net",Abnormal Gains/Losses,Income Taxes,Net Income from Discontinued Op.,Net Profit,Dividends,"Cash, Cash Equivalents & Short Term Investments",Cash & Cash Equivalents,Short Term Investments,Receivables,Current Assets,Net PP&E,Intangible Assets,Goodwill,Total Noncurrent Assets,Total Assets,Short term debt,Accounts Payable,Current Liabilities,Long Term Debt,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity,Share Capital,Treasury Stock,Retained Earnings,Equity Before Minorities,Minorities,Total Equity,Depreciation & Amortisation,Change in Working Capital,Cash From Operating Activities,Net Change in PP&E & Intangibles,Cash From Investing Activities,Cash From Financing Activities,Net Change in Cash,Free Cash Flow,Gross Margin,Operating Margin,Net Profit Margin,Return on Equity,Return on Assets,Current Ratio,Liabilities to Equity Ratio,Debt to Assets Ratio,EV / EBITDA,EV / Sales,Book to Market,Operating Income / EV,Enterprise Value,Returns
2011-09-14,26.17,26.799999,25.889999,26.5,21.768692,66739200,8378265.782,8429000,8597000,21.84,182981.3247,17367,3708,5095,2393,6171,6860,0,0,445,0,5874,-1350,52772,9610,43162,14987,74918,8162,744,12581,33786,108704,0,4197,28774,11921,22847,51621,0,63415,0,-6332,57083,0,57083,689,6243,5942,-642,-950,-2423,2589,12016,0.7865,0.3553,0.3382,0.1029,0.054,2.6037,0.9043,0.1097,21.7813,8.6036,0.3,0.0413,149419.4159,0.017665091487516
2011-09-15,26.73,27.030001,26.309999,26.99,22.1712,67808300,8378265.782,8429000,8597000,22.25,186416.4136,17367,3708,5095,2393,6171,6860,0,0,445,0,5874,-1350,52772,9610,43162,14987,74918,8162,744,12581,33786,108704,0,4197,28774,11921,22847,51621,0,63415,0,-6332,57083,0,57083,689,6243,5942,-642,-950,-2423,2589,12016,0.7865,0.3553,0.3382,0.1029,0.054,2.6037,0.9043,0.1097,21.7813,8.6036,0.3,0.0413,149419.4159,0.018490566037736
2011-09-16,27.049999,27.27,26.83,27.120001,22.277998,89681500,8378265.782,8429000,8597000,22.35,187254.2402,17367,3708,5095,2393,6171,6860,0,0,445,0,5874,-1350,52772,9610,43162,14987,74918,8162,744,12581,33786,108704,0,4197,28774,11921,22847,51621,0,63415,0,-6332,57083,0,57083,689,6243,5942,-642,-950,-2423,2589,12016,0.7865,0.3553,0.3382,0.1029,0.054,2.6037,0.9043,0.1097,21.7813,8.6036,0.3,0.0413,149419.4159,0.004816635791034
2011-09-19,26.799999,27.309999,26.6,27.209999,22.351925,52324900,8378265.782,8429000,8597000,22.43,187924.5015,17367,3708,5095,2393,6171,6860,0,0,445,0,5874,-1350,52772,9610,43162,14987,74918,8162,744,12581,33786,108704,0,4197,28774,11921,22847,51621,0,63415,0,-6332,57083,0,57083,689,6243,5942,-642,-950,-2423,2589,12016,0.7865,0.3553,0.3382,0.1029,0.054,2.6037,0.9043,0.1097,21.7813,8.6036,0.3,0.0413,149419.4159,0.00331851020212
2011-09-20,27.309999,27.5,26.93,26.98,22.162989,49211900,8378265.782,8429000,8597000,22.24,186332.631,17367,3708,5095,2393,6171,6860,0,0,445,0,5874,-1350,52772,9610,43162,14987,74918,8162,744,12581,33786,108704,0,4197,28774,11921,22847,51621,0,63415,0,-6332,57083,0,57083,689,6243,5942,-642,-950,-2423,2589,12016,0.7865,0.3553,0.3382,0.1029,0.054,2.6037,0.9043,0.1097,21.7813,8.6036,0.3,0.0413,149419.4159,-0.008452738274632
2011-09-21,27.049999,27.059999,25.969999,25.99,21.349743,72750700,8378265.782,8429000,8597000,21.42,179462.4531,17367,3708,5095,2393,6171,6860,0,0,445,0,5874,-1350,52772,9610,43162,14987,74918,8162,744,12581,33786,108704,0,4197,28774,11921,22847,51621,0,63415,0,-6332,57083,0,57083,689,6243,5942,-642,-950,-2423,2589,12016,0.7865,0.3553,0.3382,0.1029,0.054,2.6037,0.9043,0.1097,21.7813,8.6036,0.3,0.0413,149419.4159,-0.036693847294292
2011-09-22,25.299999,25.65,24.6,25.059999,20.585789,96278300,8378265.782,8429000,8597000,20.66,173094.9711,17367,3708,5095,2393,6171,6860,0,0,445,0,5874,-1350,52772,9610,43162,14987,74918,8162,744,12581,33786,108704,0,4197,28774,11921,22847,51621,0,63415,0,-6332,57083,0,57083,689,6243,5942,-642,-950,-2423,2589,12016,0.7865,0.3553,0.3382,0.1029,0.054,2.6037,0.9043,0.1097,21.7813,8.6036,0.3,0.0413,149419.4159,-0.03578303193536
2011-09-23,24.9,25.15,24.690001,25.059999,20.585789,64768100,8378265.782,8429000,8597000,20.66,173094.9711,17367,3708,5095,2393,6171,6860,0,0,445,0,5874,-1350,52772,9610,43162,14987,74918,8162,744,12581,33786,108704,0,4197,28774,11921,22847,51621,0,63415,0,-6332,57083,0,57083,689,6243,5942,-642,-950,-2423,2589,12016,0.7865,0.3553,0.3382,0.1029,0.054,2.6037,0.9043,0.1097,21.7813,8.6036,0.3,0.0413,149419.4159,0
2011-09-26,25.190001,25.52,24.73,25.440001,20.897938,51057600,8378265.782,8429000,8597000,20.97,175692.2334,17367,3708,5095,2393,6171,6860,0,0,445,0,5874,-1350,52772,9610,43162,14987,74918,8162,744,12581,33786,108704,0,4197,28774,11921,22847,51621,0,63415,0,-6332,57083,0,57083,689,6243,5942,-642,-950,-2423,2589,12016,0.7865,0.3553,0.3382,0.1029,0.054,2.6037,0.9043,0.1097,21.7813,8.6036,0.3,0.0413,149419.4159,0.015163687755933
2011-09-27,25.66,25.92,25.450001,25.67,21.086878,55620700,8378265.782,8429000,8597000,21.16,177284.1039,17367,3708,5095,2393,6171,6860,0,0,445,0,5874,-1350,52772,9610,43162,14987,74918,8162,744,12581,33786,108704,0,4197,28774,11921,22847,51621,0,63415,0,-6332,57083,0,57083,689,6243,5942,-642,-950,-2423,2589,12016,0.7865,0.3553,0.3382,0.1029,0.054,2.6037,0.9043,0.1097,21.7813,8.6036,0.3,0.0413,149419.4159,0.00904084083959
2011-09-28,25.93,26.370001,25.51,25.58,21.012941,60736200,8378265.782,8429000,8597000,21.08,176613.8427,17367,3708,5095,2393,6171,6860,0,0,445,0,5874,-1350,52772,9610,43162,14987,74918,8162,744,12581,33786,108704,0,4197,28774,11921,22847,51621,0,63415,0,-6332,57083,0,57083,689,6243,5942,-642,-950,-2423,2589,12016,0.7865,0.3553,0.3382,0.1029,0.054,2.6037,0.9043,0.1097,21.7813,8.6036,0.3,0.0413,149419.4159,-0.00350603817686
2011-09-29,25.98,26.17,25.09,25.450001,20.906155,63407300,8378265.782,8429000,8597000,20.98,175776.0161,17367,3708,5095,2393,6171,6860,0,0,445,0,5874,-1350,52772,9610,43162,14987,74918,8162,744,12581,33786,108704,0,4197,28774,11921,22847,51621,0,63415,0,-6332,57083,0,57083,689,6243,5942,-642,-950,-2423,2589,12016,0.7865,0.3553,0.3382,0.1029,0.054,2.6037,0.9043,0.1097,21.7813,8.6036,0.3,0.0413,149419.4159,-0.00508205629398
2011-09-30,25.200001,25.5,24.879999,24.889999,20.44614,54060500,8410000,8392000,8490000,20.52,172573.2,17367,3708,5095,2393,6171,6860,0,0,445,0,5874,-1350,52772,9610,43162,14987,74918,8162,744,12581,33786,108704,0,4197,28774,11921,22847,51621,0,63415,0,-6332,57083,0,57083,689,6243,5942,-642,-950,-2423,2589,12016,0.7865,0.3553,0.3382,0.1029,0.054,2.6037,0.9043,0.1097,21.7813,8.6036,0.3,0.0413,149419.4159,-0.022004006993949
2011-10-03,24.719999,25.34,24.52,24.530001,20.15041,64592500,8410000,8392000,8490000,20.22,170050.2,17367,3708,5095,2393,6171,6860,0,0,445,0,5874,-1350,52772,9610,43162,14987,74918,8162,744,12581,33786,108704,0,4197,28774,11921,22847,51621,0,63415,0,-6332,57083,0,57083,689,6243,5942,-642,-950,-2423,2589,12016,0.7865,0.3553,0.3382,0.1029,0.054,2.6037,0.9043,0.1097,21.7813,8.6036,0.3,0.0413,149419.4159,-0.014463560243614
2011-10-04,24.299999,25.389999,24.26,25.34,20.81579,83485400,8410000,8392000,8490000,20.89,175684.9,17367,3708,5095,2393,6171,6860,0,0,445,0,5874,-1350,52772,9610,43162,14987,74918,8162,744,12581,33786,108704,0,4197,28774,11921,22847,51621,0,63415,0,-6332,57083,0,57083,689,6243,5942,-642,-950,-2423,2589,12016,0.7865,0.3553,0.3382,0.1029,0.054,2.6037,0.9043,0.1097,21.7813,8.6036,0.3,0.0413,149419.4159,0.033020748755779
2011-10-05,25.42,26.16,25.16,25.889999,21.267595,94061300,8410000,8392000,8490000,21.34,179469.4,17367,3708,5095,2393,6171,6860,0,0,445,0,5874,-1350,52772,9610,43162,14987,74918,8162,744,12581,33786,108704,0,4197,28774,11921,22847,51621,0,63415,0,-6332,57083,0,57083,689,6243,5942,-642,-950,-2423,2589,12016,0.7865,0.3553,0.3382,0.1029,0.054,2.6037,0.9043,0.1097,21.7813,8.6036,0.3,0.0413,149419.4159,0.021704775059195
2011-10-06,25.9,26.4,25.700001,26.34,21.637251,55111400,8410000,8392000,8490000,21.71,182581.1,17367,3708,5095,2393,6171,6860,0,0,445,0,5874,-1350,52772,9610,43162,14987,74918,8162,744,12581,33786,108704,0,4197,28774,11921,22847,51621,0,63415,0,-6332,57083,0,57083,689,6243,5942,-642,-950,-2423,2589,12016,0.7865,0.3553,0.3382,0.1029,0.054,2.6037,0.9043,0.1097,21.7813,8.6036,0.3,0.0413,149419.4159,0.017381267569767
2011-10-07,26.34,26.51,26.200001,26.25,21.563324,52741600,8410000,8392000,8490000,21.64,181992.4,17367,3708,5095,2393,6171,6860,0,0,445,0,5874,-1350,52772,9610,43162,14987,74918,8162,744,12581,33786,108704,0,4197,28774,11921,22847,51621,0,63415,0,-6332,57083,0,57083,689,6243,5942,-642,-950,-2423,2589,12016,0.7865,0.3553,0.3382,0.1029,0.054,2.6037,0.9043,0.1097,21.7813,8.6036,0.3,0.0413,149419.4159,-0.003416856492027
2011-10-10,26.58,26.969999,26.469999,26.940001,22.130133,41815300,8410000,8392000,8490000,22.21,186786.1,17367,3708,5095,2393,6171,6860,0,0,445,0,5874,-1350,52772,9610,43162,14987,74918,8162,744,12581,33786,108704,0,4197,28774,11921,22847,51621,0,63415,0,-6332,57083,0,57083,689,6243,5942,-642,-950,-2423,2589,12016,0.7865,0.3553,0.3382,0.1029,0.054,2.6037,0.9043,0.1097,21.7813,8.6036,0.3,0.0413,149419.4159,0.026285752380952
2011-10-11,26.860001,27.07,26.719999,27,22.179417,38826200,8410000,8392000,8490000,22.26,187206.6,17367,3708,5095,2393,6171,6860,0,0,445,0,5874,-1350,52772,9610,43162,14987,74918,8162,744,12581,33786,108704,0,4197,28774,11921,22847,51621,0,63415,0,-6332,57083,0,57083,689,6243,5942,-642,-950,-2423,2589,12016,0.7865,0.3553,0.3382,0.1029,0.054,2.6037,0.9043,0.1097,21.7813,8.6036,0.3,0.0413,149419.4159,0.00222713429001
2011-10-12,27.18,27.309999,26.9,26.959999,22.146555,52489800,8410000,8392000,8490000,22.22,186870.2,17367,3708,5095,2393,6171,6860,0,0,445,0,5874,-1350,52772,9610,43162,14987,74918,8162,744,12581,33786,108704,0,4197,28774,11921,22847,51621,0,63415,0,-6332,57083,0,57083,689,6243,5942,-642,-950,-2423,2589,12016,0.7865,0.3553,0.3382,0.1029,0.054,2.6037,0.9043,0.1097,21.7813,8.6036,0.3,0.0413,149419.4159,-0.001481518518519
2011-10-13,26.76,27.200001,26.620001,27.18,22.327276,43823500,8410000,8392000,8490000,22.4,188384,17367,3708,5095,2393,6171,6860,0,0,445,0,5874,-1350,52772,9610,43162,14987,74918,8162,744,12581,33786,108704,0,4197,28774,11921,22847,51621,0,63415,0,-6332,57083,0,57083,689,6243,5942,-642,-950,-2423,2589,12016,0.7865,0.3553,0.3382,0.1029,0.054,2.6037,0.9043,0.1097,21.7813,8.6036,0.3,0.0413,149419.4159,0.008160274783393
2011-10-14,27.309999,27.5,27.02,27.27,22.401211,50947700,8410000,8392000,8490000,22.48,189056.8,17367,3708,5095,2393,6171,6860,0,0,445,0,5874,-1350,52772,9610,43162,14987,74918,8162,744,12581,33786,108704,0,4197,28774,11921,22847,51621,0,63415,0,-6332,57083,0,57083,689,6243,5942,-642,-950,-2423,2589,12016,0.7865,0.3553,0.3382,0.1029,0.054,2.6037,0.9043,0.1097,21.7813,8.6036,0.3,0.0413,149419.4159,0.003311258278146
2011-10-17,27.110001,27.42,26.85,26.98,22.162989,39453300,8410000,8392000,8490000,22.24,187038.4,17367,3708,5095,2393,6171,6860,0,0,445,0,5874,-1350,52772,9610,43162,14987,74918,8162,744,12581,33786,108704,0,4197,28774,11921,22847,51621,0,63415,0,-6332,57083,0,57083,689,6243,5942,-642,-950,-2423,2589,12016,0.7865,0.3553,0.3382,0.1029,0.054,2.6037,0.9043,0.1097,21.7813,8.6036,0.3,0.0413,149419.4159,-0.010634396773011
2011-10-18,26.940001,27.4,26.799999,27.309999,22.434067,52487900,8410000,8392000,8490000,22.51,189309.1,17367,3708,5095,2393,6171,6860,0,0,445,0,5874,-1350,52772,9610,43162,14987,74918,8162,744,12581,33786,108704,0,4197,28774,11921,22847,51621,0,63415,0,-6332,57083,0,57083,689,6243,5942,-642,-950,-2423,2589,12016,0.7865,0.3553,0.3382,0.1029,0.054,2.6037,0.9043,0.1097,21.7813,8.6036,0.3,0.0413,149419.4159,0.012231245366939
2011-10-19,27.370001,27.469999,27.01,27.129999,22.286209,42880000,8410000,8392000,8490000,22.36,188047.6,17367,3708,5095,2393,6171,6860,0,0,445,0,5874,-1350,52772,9610,43162,14987,74918,8162,744,12581,33786,108704,0,4197,28774,11921,22847,51621,0,63415,0,-6332,57083,0,57083,689,6243,5942,-642,-950,-2423,2589,12016,0.7865,0.3553,0.3382,0.1029,0.054,2.6037,0.9043,0.1097,21.7813,8.6036,0.3,0.0413,149419.4159,-0.006590992551849
2011-10-20,27.26,27.34,26.4,27.040001,22.212276,76300200,8410000,8392000,8490000,22.29,187458.9,17372,3777,4063,2329,7203,7929,0,0,1568,0,5738,-1341,57403,12881,44522,10153,75271,8033,1026,12537,32144,107415,0,3719,25543,11927,22481,48024,0,63492,0,-4101,59391,0,59391,726,8822,8493,-436,-2315,-2869,3271,14747,0.7826,0.4146,0.3303,0.0966,0.0534,2.9468,0.8086,0.111,17.9068,8.1731,0.3168,0.0507,141982.9,-0.003317287258286
2011-10-21,27.15,27.190001,26.799999,27.16,22.310854,76620600,8410000,8392000,8490000,22.39,188299.9,17372,3777,4063,2329,7203,7929,0,0,1568,0,5738,-1341,57403,12881,44522,10153,75271,8033,1026,12537,32144,107415,0,3719,25543,11927,22481,48024,0,63492,0,-4101,59391,0,59391,726,8822,8493,-436,-2315,-2869,3271,14747,0.7826,0.4146,0.3303,0.0966,0.0534,2.9468,0.8086,0.111,17.9068,8.1731,0.3168,0.0507,141982.9,0.004437832676116
2011-10-24,27.059999,27.4,27.040001,27.190001,22.335493,56897800,8410000,8392000,8490000,22.41,188468.1,17372,3777,4063,2329,7203,7929,0,0,1568,0,5738,-1341,57403,12881,44522,10153,75271,8033,1026,12537,32144,107415,0,3719,25543,11927,22481,48024,0,63492,0,-4101,59391,0,59391,726,8822,8493,-436,-2315,-2869,3271,14747,0.7826,0.4146,0.3303,0.0966,0.0534,2.9468,0.8086,0.111,17.9068,8.1731,0.3168,0.0507,141982.9,0.001104602356406
2011-10-25,27.08,27.23,26.719999,26.809999,22.023338,53554600,8410000,8392000,8490000,22.1,185861,17372,3777,4063,2329,7203,7929,0,0,1568,0,5738,-1341,57403,12881,44522,10153,75271,8033,1026,12537,32144,107415,0,3719,25543,11927,22481,48024,0,63492,0,-4101,59391,0,59391,726,8822,8493,-436,-2315,-2869,3271,14747,0.7826,0.4146,0.3303,0.0966,0.0534,2.9468,0.8086,0.111,17.9068,8.1731,0.3168,0.0507,141982.9,-0.013975799412438
2011-10-26,27.030001,27.059999,26.1,26.59,21.842623,63029900,8410000,8392000,8490000,21.92,184347.2,17372,3777,4063,2329,7203,7929,0,0,1568,0,5738,-1341,57403,12881,44522,10153,75271,8033,1026,12537,32144,107415,0,3719,25543,11927,22481,48024,0,63492,0,-4101,59391,0,59391,726,8822,8493,-436,-2315,-2869,3271,14747,0.7826,0.4146,0.3303,0.0966,0.0534,2.9468,0.8086,0.111,17.9068,8.1731,0.3168,0.0507,141982.9,-0.008205856329946
2011-10-27,27.129999,27.4,26.65,27.25,22.384777,74512400,8410000,8392000,8490000,22.46,188888.6,17372,3777,4063,2329,7203,7929,0,0,1568,0,5738,-1341,57403,12881,44522,10153,75271,8033,1026,12537,32144,107415,0,3719,25543,11927,22481,48024,0,63492,0,-4101,59391,0,59391,726,8822,8493,-436,-2315,-2869,3271,14747,0.7826,0.4146,0.3303,0.0966,0.0534,2.9468,0.8086,0.111,17.9068,8.1731,0.3168,0.0507,141982.9,0.024821361414066
2011-10-28,27.139999,27.190001,26.790001,26.98,22.162989,57712100,8410000,8392000,8490000,22.24,187038.4,17372,3777,4063,2329,7203,7929,0,0,1568,0,5738,-1341,57403,12881,44522,10153,75271,8033,1026,12537,32144,107415,0,3719,25543,11927,22481,48024,0,63492,0,-4101,59391,0,59391,726,8822,8493,-436,-2315,-2869,3271,14747,0.7826,0.4146,0.3303,0.0966,0.0534,2.9468,0.8086,0.111,17.9068,8.1731,0.3168,0.0507,141982.9,-0.009908256880734
2011-10-31,26.76,27,26.620001,26.629999,21.875479,46799000,8410000,8392000,8490000,21.95,184599.5,17372,3777,4063,2329,7203,7929,0,0,1568,0,5738,-1341,57403,12881,44522,10153,75271,8033,1026,12537,32144,107415,0,3719,25543,11927,22481,48024,0,63492,0,-4101,59391,0,59391,726,8822,8493,-436,-2315,-2869,3271,14747,0.7826,0.4146,0.3303,0.0966,0.0534,2.9468,0.8086,0.111,17.9068,8.1731,0.3168,0.0507,141982.9,-0.012972609340252
2011-11-01,26.190001,26.32,25.860001,25.99,21.349743,61182600,8410000,8392000,8490000,21.42,180142.2,17372,3777,4063,2329,7203,7929,0,0,1568,0,5738,-1341,57403,12881,44522,10153,75271,8033,1026,12537,32144,107415,0,3719,25543,11927,22481,48024,0,63492,0,-4101,59391,0,59391,726,8822,8493,-436,-2315,-2869,3271,14747,0.7826,0.4146,0.3303,0.0966,0.0534,2.9468,0.8086,0.111,17.9068,8.1731,0.3168,0.0507,141982.9,-0.024033008788322
2011-11-02,26.1,26.200001,25.700001,26.01,21.366163,53533100,8410000,8392000,8490000,21.44,180310.4,17372,3777,4063,2329,7203,7929,0,0,1568,0,5738,-1341,57403,12881,44522,10153,75271,8033,1026,12537,32144,107415,0,3719,25543,11927,22481,48024,0,63492,0,-4101,59391,0,59391,726,8822,8493,-436,-2315,-2869,3271,14747,0.7826,0.4146,0.3303,0.0966,0.0534,2.9468,0.8086,0.111,17.9068,8.1731,0.3168,0.0507,141982.9,0.000769526741054
2011-11-03,26.24,26.59,25.98,26.530001,21.793327,65836100,8410000,8392000,8490000,21.87,183926.7,17372,3777,4063,2329,7203,7929,0,0,1568,0,5738,-1341,57403,12881,44522,10153,75271,8033,1026,12537,32144,107415,0,3719,25543,11927,22481,48024,0,63492,0,-4101,59391,0,59391,726,8822,8493,-436,-2315,-2869,3271,14747,0.7826,0.4146,0.3303,0.0966,0.0534,2.9468,0.8086,0.111,17.9068,8.1731,0.3168,0.0507,141982.9,0.019992349096501
2011-11-04,26.379999,26.4,26,26.25,21.563324,36549200,8410000,8392000,8490000,21.64,181992.4,17372,3777,4063,2329,7203,7929,0,0,1568,0,5738,-1341,57403,12881,44522,10153,75271,8033,1026,12537,32144,107415,0,3719,25543,11927,22481,48024,0,63492,0,-4101,59391,0,59391,726,8822,8493,-436,-2315,-2869,3271,14747,0.7826,0.4146,0.3303,0.0966,0.0534,2.9468,0.8086,0.111,17.9068,8.1731,0.3168,0.0507,141982.9,-0.010554127005122
2011-11-07,26.209999,26.82,26.129999,26.799999,22.015121,42589700,8410000,8392000,8490000,22.09,185776.9,17372,3777,4063,2329,7203,7929,0,0,1568,0,5738,-1341,57403,12881,44522,10153,75271,8033,1026,12537,32144,107415,0,3719,25543,11927,22481,48024,0,63492,0,-4101,59391,0,59391,726,8822,8493,-436,-2315,-2869,3271,14747,0.7826,0.4146,0.3303,0.0966,0.0534,2.9468,0.8086,0.111,17.9068,8.1731,0.3168,0.0507,141982.9,0.020952342857143
2011-11-08,27.01,27.200001,26.690001,27.16,22.310854,47822500,8410000,8392000,8490000,22.39,188299.9,17372,3777,4063,2329,7203,7929,0,0,1568,0,5738,-1341,57403,12881,44522,10153,75271,8033,1026,12537,32144,107415,0,3719,25543,11927,22481,48024,0,63492,0,-4101,59391,0,59391,726,8822,8493,-436,-2315,-2869,3271,14747,0.7826,0.4146,0.3303,0.0966,0.0534,2.9468,0.8086,0.111,17.9068,8.1731,0.3168,0.0507,141982.9,0.013432873635555
2011-11-09,26.59,26.75,26.059999,26.200001,21.522247,62950900,8410000,8392000,8490000,21.6,181656,17372,3777,4063,2329,7203,7929,0,0,1568,0,5738,-1341,57403,12881,44522,10153,75271,8033,1026,12537,32144,107415,0,3719,25543,11927,22481,48024,0,63492,0,-4101,59391,0,59391,726,8822,8493,-436,-2315,-2869,3271,14747,0.7826,0.4146,0.3303,0.0966,0.0534,2.9468,0.8086,0.111,17.9068,8.1731,0.3168,0.0507,141982.9,-0.035346060382916
2011-11-10,26.469999,26.5,26.120001,26.280001,21.587963,32514400,8410000,8392000,8490000,21.66,182160.6,17372,3777,4063,2329,7203,7929,0,0,1568,0,5738,-1341,57403,12881,44522,10153,75271,8033,1026,12537,32144,107415,0,3719,25543,11927,22481,48024,0,63492,0,-4101,59391,0,59391,726,8822,8493,-436,-2315,-2869,3271,14747,0.7826,0.4146,0.3303,0.0966,0.0534,2.9468,0.8086,0.111,17.9068,8.1731,0.3168,0.0507,141982.9,0.00305343499796
2011-11-11,26.58,27.08,26.57,26.91,22.105484,37903000,8410000,8392000,8490000,22.18,186533.8,17372,3777,4063,2329,7203,7929,0,0,1568,0,5738,-1341,57403,12881,44522,10153,75271,8033,1026,12537,32144,107415,0,3719,25543,11927,22481,48024,0,63492,0,-4101,59391,0,59391,726,8822,8493,-436,-2315,-2869,3271,14747,0.7826,0.4146,0.3303,0.0966,0.0534,2.9468,0.8086,0.111,17.9068,8.1731,0.3168,0.0507,141982.9,0.023972563775778
2011-11-14,26.879999,27,26.65,26.76,21.982265,34199200,8410000,8392000,8490000,22.06,185524.6,17372,3777,4063,2329,7203,7929,0,0,1568,0,5738,-1341,57403,12881,44522,10153,75271,8033,1026,12537,32144,107415,0,3719,25543,11927,22481,48024,0,63492,0,-4101,59391,0,59391,726,8822,8493,-436,-2315,-2869,3271,14747,0.7826,0.4146,0.3303,0.0966,0.0534,2.9468,0.8086,0.111,17.9068,8.1731,0.3168,0.0507,141982.9,-0.005574136008919
2011-11-15,26.559999,26.940001,26.4,26.74,22.131241,43874200,8410000,8392000,8490000,22.21,186786.1,17372,3777,4063,2329,7203,7929,0,0,1568,0,5738,-1341,57403,12881,44522,10153,75271,8033,1026,12537,32144,107415,0,3719,25543,11927,22481,48024,0,63492,0,-4101,59391,0,59391,726,8822,8493,-436,-2315,-2869,3271,14747,0.7826,0.4146,0.3303,0.0966,0.0534,2.9468,0.8086,0.111,17.9068,8.1731,0.3168,0.0507,141982.9,-0.000747384155456
2011-11-16,26.469999,26.51,26.040001,26.07,21.576715,53262800,8410000,8392000,8490000,21.65,182076.5,17372,3777,4063,2329,7203,7929,0,0,1568,0,5738,-1341,57403,12881,44522,10153,75271,8033,1026,12537,32144,107415,0,3719,25543,11927,22481,48024,0,63492,0,-4101,59391,0,59391,726,8822,8493,-436,-2315,-2869,3271,14747,0.7826,0.4146,0.3303,0.0966,0.0534,2.9468,0.8086,0.111,17.9068,8.1731,0.3168,0.0507,141982.9,-0.025056095736724
2011-11-17,26.01,26.040001,25.440001,25.540001,21.138071,70977500,8410000,8392000,8490000,21.21,178376.1,17372,3777,4063,2329,7203,7929,0,0,1568,0,5738,-1341,57403,12881,44522,10153,75271,8033,1026,12537,32144,107415,0,3719,25543,11927,22481,48024,0,63492,0,-4101,59391,0,59391,726,8822,8493,-436,-2315,-2869,3271,14747,0.7826,0.4146,0.3303,0.0966,0.0534,2.9468,0.8086,0.111,17.9068,8.1731,0.3168,0.0507,141982.9,-0.020329842731109
2011-11-18,25.48,25.5,25.15,25.299999,20.939428,47626200,8410000,8392000,8490000,21.01,176694.1,17372,3777,4063,2329,7203,7929,0,0,1568,0,5738,-1341,57403,12881,44522,10153,75271,8033,1026,12537,32144,107415,0,3719,25543,11927,22481,48024,0,63492,0,-4101,59391,0,59391,726,8822,8493,-436,-2315,-2869,3271,14747,0.7826,0.4146,0.3303,0.0966,0.0534,2.9468,0.8086,0.111,17.9068,8.1731,0.3168,0.0507,141982.9,-0.009397102216245
2011-11-21,25.24,25.25,24.9,25,20.691137,61882500,8410000,8392000,8490000,20.76,174591.6,17372,3777,4063,2329,7203,7929,0,0,1568,0,5738,-1341,57403,12881,44522,10153,75271,8033,1026,12537,32144,107415,0,3719,25543,11927,22481,48024,0,63492,0,-4101,59391,0,59391,726,8822,8493,-436,-2315,-2869,3271,14747,0.7826,0.4146,0.3303,0.0966,0.0534,2.9468,0.8086,0.111,17.9068,8.1731,0.3168,0.0507,141982.9,-0.011857668452872
2011-11-22,24.889999,24.959999,24.65,24.790001,20.51734,49204500,8410000,8392000,8490000,20.59,173161.9,17372,3777,4063,2329,7203,7929,0,0,1568,0,5738,-1341,57403,12881,44522,10153,75271,8033,1026,12537,32144,107415,0,3719,25543,11927,22481,48024,0,63492,0,-4101,59391,0,59391,726,8822,8493,-436,-2315,-2869,3271,14747,0.7826,0.4146,0.3303,0.0966,0.0534,2.9468,0.8086,0.111,17.9068,8.1731,0.3168,0.0507,141982.9,-0.00839996
2011-11-23,24.610001,24.790001,24.469999,24.469999,20.252487,49099700,8410000,8392000,8490000,20.32,170891.2,17372,3777,4063,2329,7203,7929,0,0,1568,0,5738,-1341,57403,12881,44522,10153,75271,8033,1026,12537,32144,107415,0,3719,25543,11927,22481,48024,0,63492,0,-4101,59391,0,59391,726,8822,8493,-436,-2315,-2869,3271,14747,0.7826,0.4146,0.3303,0.0966,0.0534,2.9468,0.8086,0.111,17.9068,8.1731,0.3168,0.0507,141982.9,-0.012908510975857
2011-11-25,24.379999,24.67,24.299999,24.299999,20.111786,26164600,8410000,8392000,8490000,20.18,169713.8,17372,3777,4063,2329,7203,7929,0,0,1568,0,5738,-1341,57403,12881,44522,10153,75271,8033,1026,12537,32144,107415,0,3719,25543,11927,22481,48024,0,63492,0,-4101,59391,0,59391,726,8822,8493,-436,-2315,-2869,3271,14747,0.7826,0.4146,0.3303,0.0966,0.0534,2.9468,0.8086,0.111,17.9068,8.1731,0.3168,0.0507,141982.9,-0.006947282670506
2011-11-28,24.940001,24.969999,24.690001,24.870001,20.583548,46766700,8410000,8392000,8490000,20.65,173666.5,17372,3777,4063,2329,7203,7929,0,0,1568,0,5738,-1341,57403,12881,44522,10153,75271,8033,1026,12537,32144,107415,0,3719,25543,11927,22481,48024,0,63492,0,-4101,59391,0,59391,726,8822,8493,-436,-2315,-2869,3271,14747,0.7826,0.4146,0.3303,0.0966,0.0534,2.9468,0.8086,0.111,17.9068,8.1731,0.3168,0.0507,141982.9,0.023456873393287
